	Unnamed: 0_x	person_id	arrest_id_x	charge_degree	offense_category	arrest_date_event	Unnamed: 0_y	arrest_id_y	age_at_arrest	sex	race	arrest_date_univ	y	current_charge_felony	num_fel_arrests_last_year
1444	1124	49472	9429116	misdemeanor	drug	2014-05-24	119	7563566	32.298630136986304	M	Black	2016-01-14	1	0	0
3802	534	339988	9428760	misdemeanor	property	2014-05-24	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
3803	535	339988	9428759	misdemeanor	property	2014-05-24	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
5374	5245	1129862	9426566	misdemeanor	property	2014-05-25	390	7422871	30.457534246575342	M	White	2016-02-23	0	0	0
1632	2267	55857	9422546	misdemeanor	violent	2014-05-27	434	6102845	27.07945205479452	F	White	2017-02-17	1	0	0
6027	5284	1773950	9419458	misdemeanor	other	2014-05-28	114	7550575	37.12054794520548	M	Black	2016-01-17	0	0	0
2791	4416	84823	9390754	felony	other	2014-05-29	400	2922877	24.0	M	Black	2018-10-02	1	1	0
3970	4533	380061	9390119	misdemeanor	drug	2014-05-29	981	7417657	28.87123287671233	F	White	2016-02-25	0	0	0
3780	4673	336042	9390133	misdemeanor	other	2014-05-29	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	0
2629	1951	81823	9390989	misdemeanor	drug	2014-05-29	809	3806430	34.8986301369863	M		2018-05-07	1	0	0
4730	915	971359	9385710	misdemeanor	property	2014-05-31	66	6234841	30.63287671232877	M	White	2017-01-15	1	0	1
4518	4864	910635	9380166	misdemeanor	other	2014-06-02	841	4973877	61.01643835616439	M	Black	2017-10-22	0	0	0
5439	1677	1162141	9380862	felony	other	2014-06-02	208	6068520	24.991780821917807	M	Black	2017-02-27	0	1	0
4740	5114	971359	9380942	misdemeanor	other	2014-06-02	66	6234841	30.63287671232877	M	White	2017-01-15	1	0	1
5691	6254	1335744	9382092	misdemeanor	other	2014-06-02	833	6148186	32.846575342465755	F	Black	2017-02-07	0	0	0
3185	5994	114124	9378296	misdemeanor	other	2014-06-03	21	6060715	55.07671232876712	M	Black	2017-03-01	0	0	0
6489	6387	3462861	9377897	misdemeanor	other	2014-06-03	92	6676950	71.27123287671233	M	Black	2016-09-02	0	0	0
3282	3438	172713	9378467	misdemeanor	drug	2014-06-03	323	4874761	24.2054794520548	M	Black	2017-11-04	0	0	0
3184	3581	114124	9375174	misdemeanor	other	2014-06-04	21	6060715	55.07671232876712	M	Black	2017-03-01	0	0	0
114	750	4981	9369771	misdemeanor	other	2014-06-05	925	6982985	37.38082191780822	M	White	2016-06-05	0	0	0
2455	2733	77897	9370779	misdemeanor	other	2014-06-05	273	6920623	30.2986301369863	M	White	2016-06-24	0	0	0
1675	1138	56410	9369661	misdemeanor	drug	2014-06-05	741	4937826	33.4027397260274	M	Black	2017-10-27	0	0	2
3148	4210	101916	9367942	misdemeanor	property	2014-06-06	504	7278705	25.991780821917807	M	Black	2016-04-03	0	0	0
3434	5824	230959	9368979	misdemeanor	other	2014-06-06	875	3128626	28.09041095890411	M	mixed	2018-08-25	0	0	0
3391	3365	222575	9364221	misdemeanor	other	2014-06-08	195	6681053	22.824657534246576	M	Black	2016-09-01	0	0	0
517	5299	16944	9361077	misdemeanor	other	2014-06-09	503	3471309	39.66849315068493	M	White	2018-07-09	0	0	0
5799	1558	1488855	9360408	misdemeanor	violent	2014-06-09	245	4207288	31.80821917808219	F	mixed	2018-03-09	0	0	0
5384	1957	1130673	9349886	felony	drug	2014-06-12	599	7005244	25.65205479452055	M	Black	2016-05-28	1	1	1
2079	3690	67939	9351520	misdemeanor	property	2014-06-12	707	5475688	60.42191780821918	M	Black	2017-07-21	0	0	0
1565	5033	51576	9349493	misdemeanor	property	2014-06-12	159	3138306	52.04657534246575	M	Black	2018-08-23	1	0	0
1814	1137	58583	9345988	felony	drug	2014-06-13	266	3982258	27.813698630136987	M	Black	2018-04-07	1	1	0
2729	911	83582	9343729	misdemeanor	property	2014-06-15	842	5186512	21.26027397260274	M	Black	2017-09-13	1	0	0
5657	2197	1309468	9340683	felony	property	2014-06-16	287	7307171	35.24931506849315	F	White	2016-03-26	1	1	0
4370	3213	847994	9338759	misdemeanor	drug	2014-06-17	156	7311479	25.2986301369863	M	Black	2016-03-25	0	0	1
1862	2903	60742	9334173	misdemeanor	other	2014-06-18	737	6015800	28.254794520547943	M	Black	2017-03-13	0	0	0
1861	2902	60742	9334172	misdemeanor	other	2014-06-18	737	6015800	28.254794520547943	M	Black	2017-03-13	0	0	0
525	1676	17881	9333141	misdemeanor	other	2014-06-18	753	4771776	31.526027397260275	M	Black	2017-11-21	0	0	0
6113	540	2143682	9332389	felony	property	2014-06-18	646	5014497	54.484931506849314	M	White	2017-10-14	0	1	0
832	4300	26679	9334379	felony	violent	2014-06-18	224	6916481	31.117808219178084	M	Black	2016-06-25	0	1	0
2790	4382	84823	9329823	felony	other	2014-06-19	400	2922877	24.0	M	Black	2018-10-02	0	1	1
5387	5248	1130673	9329968	felony	other	2014-06-19	599	7005244	25.65205479452055	M	Black	2016-05-28	0	1	2
1893	2942	63048	9331938	misdemeanor	property	2014-06-19	631	6194431	26.27671232876712	F	White	2017-01-26	0	0	0
640	2274	24391	9323466	misdemeanor	drug	2014-06-21	203	5319741	32.3013698630137	M	Black	2017-08-21	0	0	0
1778	910	57732	9323077	misdemeanor	drug	2014-06-21	101	5844042	26.22739726027397	M	Black	2017-04-26	0	0	4
5312	1956	1123886	9321571	misdemeanor	property	2014-06-22	667	4973926	25.756164383561643	M	Black	2017-10-22	0	0	0
5319	5247	1123886	9321573	misdemeanor	drug	2014-06-22	667	4973926	25.756164383561643	M	Black	2017-10-22	0	0	0
677	2510	25060	9315454	misdemeanor	violent	2014-06-24	718	4796664	25.947945205479453	F	Black	2017-11-19	0	0	0
5851	1555	1518060	9314886	felony	drug	2014-06-24	5	3476358	22.797260273972604	M	Black	2018-07-07	1	1	0
1094	4114	33253	9315925	misdemeanor	property	2014-06-24	649	4284534	24.306849315068494	M	Black	2018-02-25	0	0	1
4686	909	957946	9311375	misdemeanor	violent	2014-06-25	489	4612868	33.43835616438356	F	White	2017-12-20	1	0	0
4525	5032	910635	9307776	misdemeanor	other	2014-06-26	841	4973877	61.01643835616439	M	Black	2017-10-22	0	0	0
4524	5028	910635	9303907	misdemeanor	other	2014-06-27	841	4973877	61.01643835616439	M	Black	2017-10-22	0	0	0
3164	3580	106675	9306305	felony	other	2014-06-27	292	6671035	23.64109589041096	M	Black	2016-09-05	0	1	1
1093	4113	33253	9305185	misdemeanor	property	2014-06-27	649	4284534	24.306849315068494	M	Black	2018-02-25	0	0	1
2274	33	73796	9304106	misdemeanor	other	2014-06-27	710	5195856	30.24383561643836	M	Black	2017-09-12	0	0	0
281	1370	10237	9301654	felony	drug	2014-06-28	516	3013712	26.4986301369863	M	Black	2018-09-16	1	1	0
5856	1371	1519445	9301475	misdemeanor	other	2014-06-28	19	6553405	51.96986301369863	M	Black	2016-10-10	0	0	0
1637	2273	55857	9301949	misdemeanor	property	2014-06-28	434	6102845	27.07945205479452	F	White	2017-02-17	1	0	0
5995	5551	1675740	9302137	misdemeanor	other	2014-06-28	609	6147642	34.961643835616435	M	White	2017-02-07	0	0	0
3977	1554	404843	9299717	misdemeanor	drug	2014-06-29	322	3550258	32.032876712328765	M	mixed	2018-06-23	0	0	0
3958	4872	379371	9299656	misdemeanor	other	2014-06-29	946	4641585	25.254794520547943	M		2017-12-14	1	0	0
5922	3071	1609935	9299163	misdemeanor	other	2014-06-30	406	7395386	41.40547945205479			2016-03-02	0	0	0
3012	5993	92636	9298546	misdemeanor	other	2014-06-30	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
530	5031	17881	9291793	misdemeanor	drug	2014-07-01	753	4771776	31.526027397260275	M	Black	2017-11-21	0	0	0
3749	539	336042	9291522	misdemeanor	other	2014-07-01	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	0
2959	3435	92636	9294049	misdemeanor	property	2014-07-01	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
5685	3978	1335744	9289784	misdemeanor	drug	2014-07-02	833	6148186	32.846575342465755	F	Black	2017-02-07	0	0	0
537	1133	19626	9288166	felony	violent	2014-07-02	263	4180689	21.15890410958904	F	mixed	2018-03-14	0	1	0
1081	5992	33016	9283658	misdemeanor	other	2014-07-03	43	6443817	28.084931506849315	F	mixed	2016-11-13	0	0	0
4727	908	965786	9281889	misdemeanor	violent	2014-07-03	56	7414853	36.28767123287671	M	Black	2016-02-25	0	0	0
828	4209	26679	9280653	misdemeanor	drug	2014-07-04	224	6916481	31.117808219178084	M	Black	2016-06-25	0	0	1
418	236	14780	11933282	misdemeanor	property	2014-07-04	175	11966928	22.197260273972603	M	White	2016-04-12	1	0	1
1813	1132	58583	9278383	misdemeanor	drug	2014-07-05	266	3982258	27.813698630136987	M	Black	2018-04-07	1	0	1
5255	3159	1113786	9278016	misdemeanor	violent	2014-07-06	620	7061405	21.46027397260274	F	Black	2016-05-13	0	0	0
5379	1675	1130673	9273204	misdemeanor	drug	2014-07-07	599	7005244	25.65205479452055	M	Black	2016-05-28	0	0	2
4521	4871	910635	9269918	misdemeanor	other	2014-07-08	841	4973877	61.01643835616439	M	Black	2017-10-22	0	0	0
1381	4751	47273	9269732	misdemeanor	drug	2014-07-08	621	7465597	23.38082191780822	M	Black	2016-02-13	0	0	0
3902	2196	349867	9259431	misdemeanor	drug	2014-07-11	676	6357251	23.82191780821918	F	White	2016-12-09	0	0	0
1556	2662	51576	9259735	misdemeanor	violent	2014-07-11	159	3138306	52.04657534246575	M	Black	2018-08-23	1	0	0
1557	2663	51576	9259736	felony	violent	2014-07-11	159	3138306	52.04657534246575	M	Black	2018-08-23	1	1	0
4725	907	964750	9256209	misdemeanor	other	2014-07-13	957	6232325	43.64383561643836	M	Black	2017-01-16	0	0	0
3617	271	316053	9248353	misdemeanor	violent	2014-07-15	353	5560634	41.33698630136986	F	White	2017-07-03	1	0	1
2068	3434	67939	9250707	misdemeanor	property	2014-07-15	707	5475688	60.42191780821918	M	Black	2017-07-21	0	0	0
285	4750	10237	9245533	felony	drug	2014-07-16	516	3013712	26.4986301369863	M	Black	2018-09-16	0	1	1
1810	744	58583	9245055	felony	drug	2014-07-16	266	3982258	27.813698630136987	M	Black	2018-04-07	1	1	1
3011	5991	92636	9247361	misdemeanor	other	2014-07-16	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
4080	2661	531993	9242821	felony	property	2014-07-17	802	5598101	52.59178082191781	M	White	2017-06-23	0	1	0
2309	2835	74677	9242867	misdemeanor	drug	2014-07-17	294	6355703	28.54520547945205	M	White	2016-12-09	0	0	0
4754	1637	982966	9238812	misdemeanor	violent	2014-07-18	915	6970994	28.26027397260274	M	Black	2016-06-08	0	0	0
3061	5990	92826	9240383	misdemeanor	other	2014-07-18	746	6037598	40.84657534246576	M	Black	2017-03-07	0	0	0
6179	3262	2456906	9237460	misdemeanor	drug	2014-07-19	728	6639316	22.794520547945204	F	White	2016-09-14	0	0	0
5666	5298	1309468	9235465	felony	property	2014-07-20	287	7307171	35.24931506849315	F	White	2016-03-26	0	1	1
4520	4870	910635	9227882	misdemeanor	other	2014-07-22	841	4973877	61.01643835616439	M	Black	2017-10-22	0	0	0
1700	3433	56410	9226307	misdemeanor	property	2014-07-23	741	4937826	33.4027397260274	M	Black	2017-10-27	0	0	2
3277	3838	162419	9223160	felony	drug	2014-07-24	329	7017218	33.38082191780822	M	Black	2016-05-25	0	1	1
3147	4207	101916	9218695	misdemeanor	property	2014-07-25	504	7278705	25.991780821917807	M	Black	2016-04-03	0	0	0
2311	5526	74677	9217972	misdemeanor	drug	2014-07-25	294	6355703	28.54520547945205	M	White	2016-12-09	0	0	0
2716	4869	83127	9214204	misdemeanor	other	2014-07-27	890	6186016	21.172602739726027	M	Black	2017-01-28	0	0	0
5128	3326	1072559	9214004	misdemeanor	property	2014-07-28	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
3397	6386	222575	9208556	misdemeanor	drug	2014-07-29	195	6681053	22.824657534246576	M	Black	2016-09-01	0	0	0
1955	1130	65316	9206509	felony	other	2014-07-29	429	6863214	36.42739726027397	M	Black	2016-07-08	0	1	1
2847	2065	85929	9207249	misdemeanor	property	2014-07-29	963	5226476	35.0	M	Black	2017-09-08	0	0	0
3964	2567	380061	9204308	misdemeanor	drug	2014-07-30	981	7417657	28.87123287671233	F	White	2016-02-25	0	0	0
3278	5989	162419	9205618	misdemeanor	drug	2014-07-30	329	7017218	33.38082191780822	M	Black	2016-05-25	0	0	2
5775	2752	1455195	9204391	misdemeanor	violent	2014-07-30	905	5976675	29.553424657534247	F	White	2017-03-24	0	0	0
1785	4868	57732	9203264	misdemeanor	other	2014-07-30	101	5844042	26.22739726027397	M	Black	2017-04-26	0	0	4
4837	5246	1000558	9200072	misdemeanor	property	2014-07-31	497	5049840	36.57808219178082	M	mixed	2017-10-08	0	0	0
3848	1129	342986	9199251	misdemeanor	violent	2014-07-31	427	3234875	50.80821917808219	M	Black	2018-08-02	1	0	0
253	1368	10066	9195596	felony	drug	2014-08-01	36	7398258	45.61917808219178	M	Black	2016-03-01	1	1	0
1169	4112	35652	9197404	misdemeanor	drug	2014-08-01	58	5268378	39.21369863013699	F	White	2017-08-31	0	0	1
1636	2272	55857	9193903	felony	property	2014-08-02	434	6102845	27.07945205479452	F	White	2017-02-17	1	1	0
2315	5549	74677	9190412	misdemeanor	other	2014-08-04	294	6355703	28.54520547945205	M	White	2016-12-09	0	0	0
799	6385	26596	9191131	misdemeanor	other	2014-08-04	137	7370720	46.40547945205479	M	mixed	2016-03-09	0	0	0
4159	6106	542158	9191358	misdemeanor	property	2014-08-04	216	6837789	31.87945205479452	M	mixed	2016-07-16	0	0	0
743	4206	26152	9191132	misdemeanor	property	2014-08-04	671	4957370	27.528767123287672	M	Black	2017-10-24	0	0	0
3396	6274	222575	9191140	misdemeanor	drug	2014-08-04	195	6681053	22.824657534246576	M	Black	2016-09-01	0	0	0
1859	2898	60742	9186962	misdemeanor	property	2014-08-05	737	6015800	28.254794520547943	M	Black	2017-03-13	0	0	0
1812	1128	58583	9185528	felony	drug	2014-08-05	266	3982258	27.813698630136987	M	Black	2018-04-07	1	1	2
3901	2195	349867	9186427	misdemeanor	property	2014-08-05	676	6357251	23.82191780821918	F	White	2016-12-09	0	0	0
524	1674	17881	9186099	misdemeanor	other	2014-08-05	753	4771776	31.526027397260275	M	Black	2017-11-21	0	0	0
2197	4867	70259	9180770	misdemeanor	drug	2014-08-06	565	2747588	23.843835616438355	M	mixed	2018-11-03	0	0	0
4158	6105	542158	9184295	misdemeanor	other	2014-08-06	216	6837789	31.87945205479452	M	mixed	2016-07-16	0	0	0
2290	5548	74595	9177992	misdemeanor	other	2014-08-07	148	2568623	38.24109589041096	M	Black	2018-12-10	0	0	0
4157	6103	542158	9172574	misdemeanor	other	2014-08-09	216	6837789	31.87945205479452	M	mixed	2016-07-16	0	0	0
4724	4865	961819	9170656	misdemeanor	other	2014-08-10	849	4667298	38.298630136986304	M	Black	2017-12-10	0	0	0
706	2509	25425	9168330	misdemeanor	drug	2014-08-11	130	4398368	38.36438356164384	M	White	2018-02-02	0	0	0
1073	48	32790	9169477	misdemeanor	other	2014-08-11	182	6744042	24.991780821917807	M	Black	2016-08-15	0	0	0
6059	2070	1803390	9168663	misdemeanor	property	2014-08-11	242	4599708	26.704109589041096	F	White	2017-12-23	0	0	0
2521	187	79024	9163565	misdemeanor	other	2014-08-12	52	6759183	37.75616438356165	M	Black	2016-08-10	1	0	0
4739	5082	971359	9155156	misdemeanor	other	2014-08-15	66	6234841	30.63287671232877	M	White	2017-01-15	1	0	0
3010	5985	92636	9153638	misdemeanor	other	2014-08-16	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
5457	2303	1205282	9153014	misdemeanor	drug	2014-08-16	247	6223364	29.28767123287671	F	White	2017-01-18	1	0	0
2439	5547	77276	9153167	misdemeanor	other	2014-08-16	94	6096501	42.9041095890411	M	Black	2017-02-19	0	0	0
5687	4006	1335744	9151543	misdemeanor	drug	2014-08-17	833	6148186	32.846575342465755	F	Black	2017-02-07	0	0	0
3143	3685	101916	9142926	misdemeanor	property	2014-08-20	504	7278705	25.991780821917807	M	Black	2016-04-03	0	0	0
2174	5410	69593	9141759	misdemeanor	other	2014-08-20	988	6166510	35.4	F	mixed	2017-02-03	0	0	0
5023	2978	1060589	9139721	misdemeanor	property	2014-08-21	199	4941565	28.134246575342463	M	Black	2017-10-27	0	0	0
4885	1469	1009164	9137346	misdemeanor	drug	2014-08-21	804	7293010	26.153424657534245	M	Black	2016-03-30	0	0	0
2754	3833	84027	9139201	misdemeanor	drug	2014-08-21	607	2680535	39.26849315068493	M	Black	2018-11-18	1	0	0
26	741	2326	9137058	felony	property	2014-08-21	807	7591648	31.378082191780823	M	Black	2016-01-06	1	1	1
3067	6102	92826	9139226	misdemeanor	other	2014-08-21	746	6037598	40.84657534246576	M	Black	2017-03-07	0	0	0
256	4748	10066	9137076	felony	drug	2014-08-21	36	7398258	45.61917808219178	M	Black	2016-03-01	0	1	1
5024	2979	1060589	9139722	misdemeanor	property	2014-08-21	199	4941565	28.134246575342463	M	Black	2017-10-27	0	0	0
2762	903	84199	9133491	misdemeanor	violent	2014-08-22	553	7563283	22.12054794520548	M	Black	2016-01-14	0	0	0
2223	902	72764	9133588	misdemeanor	property	2014-08-22	885	6163577	22.72054794520548	F	Black	2017-02-03	0	0	0
1462	1468	49882	9132132	misdemeanor	drug	2014-08-23	230	3596356	35.18082191780822	M	Black	2018-06-14	0	0	0
2646	2302	81982	9132236	felony	property	2014-08-23	904	5427759	26.80821917808219	M	Black	2017-07-31	1	1	0
3390	2932	222575	9130033	misdemeanor	drug	2014-08-25	195	6681053	22.824657534246576	M	Black	2016-09-01	0	0	0
4517	4862	910635	9127077	misdemeanor	other	2014-08-25	841	4973877	61.01643835616439	M	Black	2017-10-22	0	0	0
3394	5688	222575	9130032	misdemeanor	drug	2014-08-25	195	6681053	22.824657534246576	M	Black	2016-09-01	0	0	0
4687	1123	957946	9123474	felony	violent	2014-08-26	489	4612868	33.43835616438356	F	White	2017-12-20	0	1	0
5297	1305	1117726	9119629	misdemeanor	drug	2014-08-27	519	7288288	50.95616438356164	M	Black	2016-03-31	0	0	2
3141	3832	101770	9121859	misdemeanor	property	2014-08-27	354	5351996	26.92602739726028	F		2017-08-15	0	0	0
1532	5027	51435	9116706	misdemeanor	other	2014-08-28	726	4761709	33.465753424657535	M	Black	2017-11-24	0	0	0
1445	1551	49472	9109423	misdemeanor	drug	2014-08-31	119	7563566	32.298630136986304	M	Black	2016-01-14	1	0	0
5672	2164	1309509	9109520	misdemeanor	property	2014-08-31	754	2495644	31.46849315068493	M	White	2018-12-24	0	0	1
3747	533	336042	9107797	misdemeanor	property	2014-09-01	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	0
2958	3432	92636	9108449	misdemeanor	property	2014-09-01	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
1820	4747	58583	9103341	felony	drug	2014-09-02	266	3982258	27.813698630136987	M	Black	2018-04-07	0	1	3
1553	2622	51576	9105106	felony	violent	2014-09-02	159	3138306	52.04657534246575	M	Black	2018-08-23	0	1	1
1324	2449	46047	9100981	misdemeanor	violent	2014-09-03	334	7023735	31.136986301369863	M	White	2016-05-23	1	0	2
5882	1467	1557971	9100410	misdemeanor	drug	2014-09-03	546	6545079	43.106849315068494	M	Black	2016-10-12	0	0	0
4381	5875	847994	9099584	misdemeanor	drug	2014-09-04	156	7311479	25.2986301369863	M	Black	2016-03-25	0	0	1
4372	3228	847994	9099585	misdemeanor	drug	2014-09-04	156	7311479	25.2986301369863	M	Black	2016-03-25	0	0	1
3009	5984	92636	9098848	misdemeanor	other	2014-09-04	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
2145	4534	69085	9093157	misdemeanor	other	2014-09-05	749	4131834	48.67671232876712	M	White	2018-03-23	0	0	0
2146	4535	69085	9093156	misdemeanor	other	2014-09-05	749	4131834	48.67671232876712	M	White	2018-03-23	0	0	0
5338	5113	1127005	9094126	misdemeanor	other	2014-09-05	234	3052452	52.342465753424655	M	White	2018-09-08	0	0	0
4182	3683	571225	9092739	misdemeanor	property	2014-09-06	381	6053989	53.654794520547945	M	Black	2017-03-02	0	0	0
2078	3682	67939	9092645	misdemeanor	property	2014-09-06	707	5475688	60.42191780821918	M	Black	2017-07-21	0	0	0
1870	3364	60742	9093030	misdemeanor	other	2014-09-06	737	6015800	28.254794520547943	M	Black	2017-03-13	0	0	0
701	5409	25238	9092197	misdemeanor	other	2014-09-06	595	6595530	20.353424657534248	M	White	2016-09-26	0	0	0
4516	4861	910635	9086894	misdemeanor	other	2014-09-08	841	4973877	61.01643835616439	M	Black	2017-10-22	0	0	0
1332	5398	46047	9088114	felony	other	2014-09-08	334	7023735	31.136986301369863	M	White	2016-05-23	0	1	2
4003	1122	451627	9083000	misdemeanor	violent	2014-09-09	293	6724161	44.64109589041096	M	Black	2016-08-21	0	0	1
2652	1550	82063	9071949	felony	violent	2014-09-10	352	6471124	26.175342465753424	M	Black	2016-11-03	0	1	1
659	2418	24750	9066163	misdemeanor	other	2014-09-12	313	2586870	35.0958904109589	M	White	2018-12-06	0	0	0
3758	622	336042	9065112	misdemeanor	other	2014-09-12	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	0
3757	621	336042	9061817	misdemeanor	property	2014-09-14	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	0
5456	2290	1205282	9055812	misdemeanor	drug	2014-09-16	247	6223364	29.28767123287671	F	White	2017-01-18	1	0	0
4067	2271	531993	9055790	misdemeanor	property	2014-09-16	802	5598101	52.59178082191781	M	White	2017-06-23	0	0	1
2653	4863	82063	9048406	misdemeanor	other	2014-09-18	352	6471124	26.175342465753424	M	Black	2016-11-03	0	0	1
4422	2639	883902	9049569	misdemeanor	violent	2014-09-18	439	7153262	20.334246575342465	M	Black	2016-05-07	1	0	0
1631	2266	55857	9049238	felony	property	2014-09-18	434	6102845	27.07945205479452	F	White	2017-02-17	1	1	1
2956	3430	92636	9042131	misdemeanor	property	2014-09-21	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
4425	3259	883902	9041192	felony	violent	2014-09-22	439	7153262	20.334246575342465	M	Black	2016-05-07	1	1	0
